name,componente,codigo_cmn,n_decreto,categoria,fecha_decreto,nombre,codigo_raiz,observacion_division_politica_administrativa,tipo_de_decreto,fecha_de_publicacion_en_el_diario_oficial,superficie_oficial_en_hectareas,superficie_oficial_en_metros_cuadrados,lon,lat
"Ramal ferroviario Talca - Constitución, Puente Estero Maquehua",Puente Estero Maquehua,01445_MH_07102,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente Estero Maquehua",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-72.29164759,-35.3850845
"Ramal ferroviario Talca - Constitución, Puente Banco de Arena",Puente Banco de Arena,01447_MH_07102,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente Banco de Arena",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-72.37446576,-35.3665337
"Ramal ferroviario Talca - Constitución, Paradero Rancho Astillero",Paradero Rancho Astillero,01448_MH_07102,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Paradero Rancho Astillero",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-72.37907249,-35.36592479
"Ramal ferroviario Talca - Constitución, Paradero Banco de Arena",Paradero Banco de Arena,01449_MH_07102,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Paradero Banco de Arena",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-72.37907249,-35.36592479
"Ramal ferroviario Talca - Constitución, Puente sin nombre",Puente sin nombre de Pencahue,01419_MH_07105,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente sin nombre",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.74737157,-35.47670785
"Ramal ferroviario Talca - Constitución, Puente Estero Colin",Puente Estero Colin,01420_MH_07105,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente Estero Colin",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.78487251,-35.46576062
"Ramal ferroviario Talca - Constitución, Puente Astillero",Puente Astillero,01446_MH_07102,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente Astillero",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-72.34825671,-35.36674732
"Ramal ferroviario Talca - Constitución, Puente El Parrón 2",Puente El Parrón 2,01416_MH_07105,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente El Parrón 2",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.65431616,-35.4596501
"Ramal ferroviario Talca - Constitución, Puente El Parrón 3",Puente El Parrón 3,01417_MH_07105,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente El Parrón 3",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.65656066,-35.4643513
Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,Casa de Máquinas N° 1,01040_MH_13106,2050,Monumento Histórico,23-10-2007,Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,No aplica,Sin Observaciones,Decreto Exento,0:00:00,0,0,-70.67598003,-33.47542545
Campus Central de la Universidad de Concepción,No aplica,01553_MH_08101,339,Monumento Histórico,28-12-2016,Campus Central de la Universidad de Concepción,No aplica,Sin Observaciones,Decreto,13-02-2017,"8,569,225","85692,25",-73.03726475,-36.82868569
Iglesia y el convento  de la Virgen del Carmen de Chillán,Iglesia,01288_MH_16101,161,Monumento Histórico,23-03-2012,Iglesia y el convento  de la Virgen del Carmen de Chillán,No aplica,"El Monumento se encuentra emplazado en la región del Ñuble. Sin perjuicio de lo anterior, su Decreto indica que se encuentra en la Región del Biobío.",Decreto,29-05-2012,"0,300631","3006,31",-72.11060061,-36.60520052
Mural Historia de la Medicina y Farmacología en Chile,Mural,01473_MH_08101,370,Monumento Histórico,26-09-2015,Mural Historia de la Medicina y Farmacología en Chile,No aplica,Sin Observaciones,Decreto,26-09-2015,"0,004717","47,17",-73.04708867,-36.82294785
Centro cívico de Chuquicamata,No aplica,01453_MH_02201,176,Monumento Histórico,17-06-2015,Centro cívico de Chuquicamata,No aplica,Sin Observaciones,Decreto,17-06-2015,"9,873,586","98735,86",-68.92978409,-22.31757266
Capilla San Conrado,No aplica,01500_MH_09103,552,Monumento Histórico,11-02-2016,Capilla San Conrado,No aplica,Sin Observaciones,Decreto,11-02-2016,"0,747233","7472,33",-71.92165789,-38.89993462
Ruinas del pueblo de Pampa Unión,No aplica,00513_MH_02103,716,Monumento Histórico,17-10-1990,Ruinas del pueblo de Pampa Unión,No aplica,Sin Observaciones,Decreto Supremo,18-10-1991,"75,68",756800,-69.48906078,-23.08013116
Ex Teatro Alhambra de Taltal,No aplica,01121_MH_02104,79,Monumento Histórico,13-03-2009,Ex Teatro Alhambra de Taltal,No aplica,Sin Observaciones,Decreto,28-04-2009,"0,147665","1476,65",-70.48680333,-25.40828449
Parroquia San Nicodemo de Coinco,No aplica,01113_MH_06103,15,Monumento Histórico,27-01-2009,Parroquia San Nicodemo de Coinco,No aplica,Sin Observaciones,Decreto,01-04-2009,"0,439919","4399,19",-70.95203164,-34.27063474
Escuela básica de Peralillo,No aplica,00955_MH_06307,877,Monumento Histórico,30-06-2005,Escuela básica de Peralillo,No aplica,Sin Observaciones,Decreto Exento,13-06-2005,"0,07236","723,6",-71.48205731,-34.47641091
Estación de Ferrocarriles de Peumo,No aplica,01385_MH_06112,307,Monumento Histórico,22-07-2014,Estación de Ferrocarriles de Peumo,No aplica,Sin Observaciones,Decreto,04-09-2014,"0,723427","7234,27",-71.1667076,-34.39270074
Cárcel de San Fernando,No aplica,01114_MH_06301,15,Monumento Histórico,27-01-2009,Cárcel de San Fernando,No aplica,Sin Observaciones,Decreto,01-04-2009,"0,262239","2622,39",-70.99070469,-34.58308167
Edificio de la Cooperativa Eléctrica de Chillán COPELEC,No aplica,01066_MH_16101,2416,Monumento Histórico,21-07-2008,Edificio de la Cooperativa Eléctrica de Chillán COPELEC,No aplica,"El Monumento se encuentra emplazado en la región del Ñuble. Sin perjuicio de lo anterior, su Decreto indica que se encuentra en la Región del Biobío.",Decreto Exento,29-08-2008,"0,10224","1022,4",-72.09655642,-36.61149099
Mercado Central de Concepción,No aplica,01386_MH_08101,322,Monumento Histórico,31-07-2014,Mercado Central de Concepción,No aplica,Sin Observaciones,Decreto,04-09-2014,"1,341,228","13412,28",-73.05271688,-36.82558521
Mural Presencia de América Latina de Jorge González Camarena,No aplica,01146_MH_08101,147,Monumento Histórico,30-04-2009,Mural Presencia de América Latina de Jorge González Camarena,No aplica,Sin Observaciones,Decreto,04-06-2009,"0,013226","132,26",-73.03921823,-36.8274889
Teatro del Liceo Enrique Molina,No aplica,01145_MH_08101,147,Monumento Histórico,30-04-2009,Teatro del Liceo Enrique Molina,No aplica,Sin Observaciones,Decreto,04-06-2009,"0,177728","1777,28",-73.04694211,-36.83181184
"Nguillatuwe, menoko y cementerio del complejo ceremonial y religioso mapuche de Monopaine",No aplica,00815_MH_09112,1098,Monumento Histórico,19-12-2001,"Nguillatuwe, menoko y cementerio del complejo ceremonial y religioso mapuche de Monopaine",No aplica,Sin Observaciones,Decreto Exento,09-01-2002,"1,355",13550,-72.66422238,-38.78939293
Edificio Consistorial de la Municipalidad de Collipulli,No aplica,01149_MH_09202,168,Monumento Histórico,14-05-2009,Edificio Consistorial de la Municipalidad de Collipulli,No aplica,Sin Observaciones,Decreto,10-06-2009,"0,078174","781,74",-72.43654684,-37.95815611
Estación Ferroviaria El Manzanar,No aplica,01075_MH_09203,2655,Monumento Histórico,28-08-2008,Estación Ferroviaria El Manzanar,No aplica,Sin Observaciones,Decreto Exento,29-10-2008,"0,709599","7095,99",-71.69532354,-38.4671016
Casa Salvestrini de Pastene,No aplica,01170_MH_09207,298,Monumento Histórico,10-08-2009,Casa Salvestrini de Pastene,No aplica,Sin Observaciones,Decreto,14-09-2009,"0,125",1250,-72.99142888,-38.19180129
Casa Schmidlin,No aplica,01150_MH_09208,168,Monumento Histórico,14-05-2009,Casa Schmidlin,No aplica,Sin Observaciones,Decreto,10-06-2009,"0,205",2050,-73.06564117,-38.02775208
"Centro Cultural Comunal de Renaico, Ex Escuela Primaria N° 16",No aplica,01265_MH_09209,254,Monumento Histórico,18-07-2011,"Centro Cultural Comunal de Renaico, Ex Escuela Primaria N° 16",No aplica,Sin Observaciones,Decreto,17-08-2011,"0,197689","1976,89",-72.58200478,-37.67250828
Hotel Continental de Temuco,No aplica,01266_MH_09101,294,Monumento Histórico,03-08-2011,Hotel Continental de Temuco,No aplica,Sin Observaciones,Decreto,18-08-2011,"0,1287",1287,-72.59204859,-38.74053115
Iglesia de San Leonardo de Porto Mauricio,No aplica,01332_MH_09202,305,Monumento Histórico,20-05-2013,Iglesia de San Leonardo de Porto Mauricio,No aplica,Sin Observaciones,Decreto Supremo,08-06-2013,"0,367797","3677,97",-72.44062312,-37.95781666
Capilla Nuestra Señora del Carmen de Ultracautín,No aplica,01353_MH_09108,446,Monumento Histórico,19-08-2013,Capilla Nuestra Señora del Carmen de Ultracautín,No aplica,Sin Observaciones,Decreto,14-01-2014,"0,132602","1326,02",-72.42261506,-38.53819761
Catedral de Chillán,No aplica,01465_MH_16101,145,Monumento Histórico,29-04-2015,Catedral de Chillán,No aplica,Sin Observaciones,Decreto,23-05-2015,"0,586366","5863,66",-72.10192223,-36.60669529
Casa Abaroa,No aplica,01055_MH_02101,465,Monumento Histórico,06-02-2008,Casa Abaroa,No aplica,Sin Observaciones,Decreto Exento,0:00:00,"0,185014","1850,14",-70.40224619,-23.65840385
Casona Agustín Echeñique,No aplica,01115_MH_06307,15,Monumento Histórico,27-01-2009,Casona Agustín Echeñique,No aplica,Sin Observaciones,Decreto,01-04-2009,"4,355,865","43558,65",-71.48117301,-34.47275958
Mural de María Martner ubicado en el Parque Monumental Bernardo O´Higgins de Chillán Viejo,No aplica,01494_MH_16103,536,Monumento Histórico,07-12-2015,Mural de María Martner ubicado en el Parque Monumental Bernardo O´Higgins de Chillán Viejo,No aplica,Sin Observaciones,Decreto,06-01-2016,"0,074299","742,99",-72.1318513,-36.62163374
Casa Dauelsberg y Casa West Coast,No aplica,01488_MH_02101,534,Monumento Histórico,06-01-2016,Casa Dauelsberg y Casa West Coast,No aplica,Sin Observaciones,Decreto,06-01-2016,"0,054567","545,67",-70.39703272,-23.64521812
Iglesia de Nuestra Señora de la Merced de Codegua,No aplica,01112_MH_06102,15,Monumento Histórico,27-01-2009,Iglesia de Nuestra Señora de la Merced de Codegua,No aplica,Sin Observaciones,Decreto,01-04-2009,"0,810988","8109,88",-70.66915263,-34.03458051
"Complejo religioso y ceremonial indígena mapuche de Icalma, Eltuwe(cementerio) y Ngüillatuwe",No aplica,00895_MH_09205,65,Monumento Histórico,02-02-2004,"Complejo religioso y ceremonial indígena mapuche de Icalma, Eltuwe(cementerio) y Ngüillatuwe",No aplica,Sin Observaciones,Decreto Exento,28-02-2004,"0,46",4600,-71.30098584,-38.81918028
Casa Hodgkinson,No aplica,00501_MH_06106,521,Monumento Histórico,17-04-1990,Casa Hodgkinson,No aplica,Sin Observaciones,Decreto Supremo,29-06-1990,"0,185578","1855,78",-70.72535386,-34.06839072
Edificio de la Estación de los ferrocarriles del Estado de la ciudad de San Francisco de Mostazal,No aplica,00291_MH_06110,6006,Monumento Histórico,10-09-1981,Edificio de la Estación de los ferrocarriles del Estado de la ciudad de San Francisco de Mostazal,No aplica,Sin Observaciones,Decreto Supremo,17-10-1981,"0,195044","1950,44",-70.71363784,-33.97706678
Viaducto del Malleco,No aplica,00508_MH_09202,686,Monumento Histórico,25-09-1990,Viaducto del Malleco,No aplica,Sin Observaciones,Decreto Supremo,23-10-1990,"1,042,837","10428,37",-72.4386542,-37.96303723
"Guillatuwe, Paliwe y Eltún del complejo religioso y ceremonial de la comunidad mapuche Pedro Ancalef, en localidad de Putue",No aplica,01018_MH_09120,2128,Monumento Histórico,26-12-2006,"Guillatuwe, Paliwe y Eltún del complejo religioso y ceremonial de la comunidad mapuche Pedro Ancalef, en localidad de Putue",No aplica,Sin Observaciones,Decreto Exento,17-01-2001,"0,001284","12,843",-72.29329154,-39.25255583
Puente Confluencia,No aplica,01534_MH_MT,240,Monumento Histórico,24-08-2016,Puente Confluencia,No aplica,"El Monumento se encuentra emplazado en la región del Ñuble, las provincias de Diaguillín e Itata, y en las comunas de Chillán y Portezuelo. Sin perjuicio de lo anterior, su Decreto indica que se encuentra en la Región del Biobío.",Decreto,22-09-2016,"1,227,403","12274,03",-72.45092456,-36.63869476
Sitio de Memoria ex Centro de Detención Providencia,No aplica,01545_MH_02101,299,Monumento Histórico,07-11-2016,Sitio de Memoria ex Centro de Detención Providencia,No aplica,Sin Observaciones,Decreto,02-12-2016,"0,113836","1138,36",-70.38982974,-23.64499635
Ex Teatro Nacional de Antofagasta,No aplica,01680_MH_02101,504,Monumento Histórico,21-12-2017,Ex Teatro Nacional de Antofagasta,No aplica,Sin Observaciones,Decreto,07-02-2018,"0,1293",1293,-70.39439497,-23.64895216
Oficina Salitrera Lastenia Salinas,No aplica,01681_MH_02103,9,Monumento Histórico,15-01-2018,Oficina Salitrera Lastenia Salinas,No aplica,Sin Observaciones,Decreto,10-02-2018,"537,985",537985,-69.61046434,-23.15297858
Oficina salitrera y Campo de Prisionero Chacabuco,No aplica,00069_MH_02103,1749,Monumento Histórico,26-07-1971,Oficina salitrera y Campo de Prisionero Chacabuco,No aplica,Sin Observaciones,Decreto Supremo,13-08-1971,"88,15","881,519",-69.61658911,-23.14754713
"Ex Escuela Municipal N°44 y N°45, actual Liceo María Aurora Guíñez Ramírez",No aplica,01695_MH_09208,94,Monumento Histórico,28-02-2018,"Ex Escuela Municipal N°44 y N°45, actual Liceo María Aurora Guíñez Ramírez",No aplica,Sin Observaciones,Decreto,19-04-2018,"0,8687",8687,-73.07397508,-38.03284251
Colegio Sagrada Familia de Tocopilla,No aplica,01694_MH_02301,94,Monumento Histórico,28-02-2018,Colegio Sagrada Familia de Tocopilla,No aplica,Sin Observaciones,Decreto,19-04-2018,"0,0917",917,-70.20527856,-22.09495229
Fuerte de Nacimiento,No aplica,00036_MH_08306,1312,Monumento Histórico,25-03-1954,Fuerte de Nacimiento,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,"2,709,432","27094,32",-72.66677317,-37.5024646
Cementerio de Chuquicamata,No aplica,01456_MH_02201,176,Monumento Histórico,17-06-2015,Cementerio de Chuquicamata,No aplica,Sin Observaciones,Decreto,17-06-2015,"11,282,637","112826,37",-68.93587089,-22.32604585
Casa 2000 de Chuquicamata,No aplica,01454_MH_02201,176,Monumento Histórico,13-05-2015,Casa 2000 de Chuquicamata,No aplica,Sin Observaciones,Decreto,17-06-2015,"0,250872","2508,72",-68.94149216,-22.32062893
Inmuebles representativos del Campamento Americano de Chuquicamata,No aplica,01455_MH_02201,176,Monumento Histórico,17-06-2015,Inmuebles representativos del Campamento Americano de Chuquicamata,No aplica,Sin Observaciones,Decreto,17-06-2015,"2,445,683","24456,83",-68.91646321,-22.30068188
Internado Municipal Femenino,No aplica,01696_MH_09111,94,Monumento Histórico,28-02-2018,Internado Municipal Femenino,No aplica,Sin Observaciones,Decreto,19-04-2018,"0,2968",2968,-72.95614695,-38.74416228
"Complejo religioso y ceremonial indígena mapuche de Mitrauquén Alto, Eltuwe (cementerio) y Ngüillatuwe",No aplica,00894_MH_09205,65,Monumento Histórico,02-02-2004,"Complejo religioso y ceremonial indígena mapuche de Mitrauquén Alto, Eltuwe (cementerio) y Ngüillatuwe",No aplica,Sin Observaciones,Decreto Exento,28-02-2004,"0,53",5300,-71.17492119,-38.47106345
Eltún (cementerio mapuche) de Pelal Rucahue del lof Manquilef,No aplica,01060_MH_09105,1925,Monumento Histórico,15-05-2008,Eltún (cementerio mapuche) de Pelal Rucahue del lof Manquilef,No aplica,Sin Observaciones,Decreto Exento,05-06-2008,"0,08",800,-72.66801875,-38.87736731
Capilla del Hospital de San Sebastián de Los Ángeles,No aplica,00479_MH_08301,578,Monumento Histórico,24-11-1989,Capilla del Hospital de San Sebastián de Los Ángeles,No aplica,Sin Observaciones,Decreto Supremo,23-02-1990,"0,302",3020,-72.34650096,-37.47413414
Casa Dauelsberg y Casa West Coast,No aplica,01489_MH_02101,534,Monumento Histórico,06-01-2016,Casa Dauelsberg y Casa West Coast,No aplica,Sin Observaciones,Decreto,06-01-2016,0,0,-70.39703275,-23.64521811
Complejo Religioso y ceremonial Nguillatuwe de la localidad de Pelleco Lof Maitén,No aplica,01059_MH_09105,1885,Monumento Histórico,07-05-2008,Complejo Religioso y ceremonial Nguillatuwe de la localidad de Pelleco Lof Maitén,No aplica,Sin Observaciones,Decreto Exento,0:00:00,"1,9",19000,-72.85339405,-38.94295019
Fuerte de Tucapel,No aplica,00041_MH_08203,2373,Monumento Histórico,19-03-1963,Fuerte de Tucapel,No aplica,Sin Observaciones,Decreto Supremo,09-04-1963,"1,364,185","13641,85",-73.40029666,-37.79651616
Parque hito a Galvarino,No aplica,00893_MH_08102,903,Monumento Histórico,10-12-2003,Parque hito a Galvarino,No aplica,Sin Observaciones,Decreto Exento,21-11-2003,"0,83",8300,-73.15332834,-36.95364447
Sector del Cerro Puntilla de Los Perales,No aplica,00260_MH_08110,9353,Monumento Histórico,31-10-1980,Sector del Cerro Puntilla de Los Perales,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,"39,8","398027,75",-73.1120273,-36.74206574
Cerro Colo Colo,No aplica,01063_MH_08202,2360,Monumento Histórico,10-07-2008,Cerro Colo Colo,No aplica,Sin Observaciones,Decreto Exento,0:00:00,"26,174,059","261740,59",-73.32729303,-37.24909031
Cementerio o eltun de Antiquina,No aplica,01064_MH_08203,2361,Monumento Histórico,10-07-2008,Cementerio o eltun de Antiquina,No aplica,Sin Observaciones,Decreto Exento,09-08-2008,"0,21",2100,-73.39169806,-38.05501276
Sector de Chambeque,Pique Alberto y su cabría,01362_MH_08106,232,Monumento Histórico,22-05-2014,Sector de Chambeque,No aplica,Sin Observaciones,Decreto,12-06-2014,"114,530,676","1145306,76",-73.16963322,-37.0893508
Pabellón 83,No aplica,01172_MH_08106,380,Monumento Histórico,06-10-2009,Pabellón 83,No aplica,Sin Observaciones,Decreto,17-11-2009,"0,056",560,-73.16216868,-37.09233325
Mina Chiflón del Diablo,No aplica,01173_MH_08106,373,Monumento Histórico,06-10-2009,Mina Chiflón del Diablo,No aplica,Sin Observaciones,Decreto,05-12-2009,"16,204",16204,-73.16080177,-37.07595079
Desayuno Escolar,No aplica,01291_MH_08106,250,Monumento Histórico,27-06-2012,Desayuno Escolar,No aplica,Sin Observaciones,Decreto,24-07-2012,"0,0562",562,-73.1560456,-37.09509479
Gota de Leche,No aplica,01290_MH_08106,250,Monumento Histórico,27-06-2012,Gota de Leche,No aplica,Sin Observaciones,Decreto,24-07-2012,"0,028008","280,08",-73.1629848,-37.08690004
Teatro del Sindicato N° 6 (Teatro de los Mineros de lota),No aplica,01169_MH_08106,294,Monumento Histórico,05-08-2009,Teatro del Sindicato N° 6 (Teatro de los Mineros de lota),No aplica,Sin Observaciones,Decreto,09-09-2009,"0,08358","835,8",-73.15698267,-37.09397105
Torre del Centenario de Lota,No aplica,01242_MH_08106,379,Monumento Histórico,14-09-2010,Torre del Centenario de Lota,No aplica,Sin Observaciones,Decreto,08-10-2010,"0,083347","833,47",-73.16266772,-37.09428682
Eltún o cementerio mapuche ubicado en la localidad de Los Huape,No aplica,01268_MH_08202,126,Monumento Histórico,23-03-2011,Eltún o cementerio mapuche ubicado en la localidad de Los Huape,No aplica,Sin Observaciones,Decreto,18-08-2011,"0,46",4600,-73.56783694,-37.31955483
Deportivo y Cine Bellavista - Tomé,No aplica,01318_MH_08111,46,Monumento Histórico,23-01-2013,Deportivo y Cine Bellavista - Tomé,No aplica,Sin Observaciones,Decreto,22-02-2013,"0,157505","1575,05",-72.95328918,-36.63460806
La Pileta del Niño Pez,No aplica,01564_MH_08201,70,Monumento Histórico,07-04-2017,La Pileta del Niño Pez,No aplica,Sin Observaciones,Decreto,04-05-2017,"0,002649","26,49",-73.6565106,-37.61007007
Fuerte y Sitio de Memoria El Morro de Talcahuano,No aplica,01571_MH_08110,121,Monumento Histórico,15-06-2017,Fuerte y Sitio de Memoria El Morro de Talcahuano,No aplica,Sin Observaciones,Decreto,11-07-2017,"2,897,577","28975,77",-73.10538161,-36.72360861
Fábrica Textil Bellavista Oveja Tomé,No aplica,01623_MH_08111,166,Monumento Histórico,31-07-2017,Fábrica Textil Bellavista Oveja Tomé,No aplica,Sin Observaciones,Decreto,07-11-2017,"7,591,025","75910,25",-72.95505067,-36.63480808
Conjunto de inmuebles y sitios correspondientes a la ex Colonia Dignidad,Acceso histórico e inmueble de casa de control,01522_MH_07404,208,Monumento Histórico,18-07-2016,Conjunto de inmuebles y sitios correspondientes a la ex Colonia Dignidad,No aplica,Sin Observaciones,Decreto,10-08-2016,"182,95",1829500,-71.58733284,-36.38614792
Parroquia San Luis Gonzaga de Sauzal,No aplica,01038_MH_07201,1975,Monumento Histórico,11-10-2007,Parroquia San Luis Gonzaga de Sauzal,No aplica,Sin Observaciones,Decreto Exento,0:00:00,"0,149",1490,-72.12739423,-35.72058564
Templo Parroquial San José de Pelarco,No aplica,00819_MH_07106,157,Monumento Histórico,06-03-2002,Templo Parroquial San José de Pelarco,No aplica,Sin Observaciones,Decreto Exento,21-03-2002,"0,4459",4459,-71.44577569,-35.38397327
Escuela Concentradas de Talca,No aplica,01333_MH_07101,308,Monumento Histórico,23-05-2013,Escuela Concentradas de Talca,No aplica,Sin Observaciones,Decreto Supremo,14-06-2013,"0,772078","7720,78",-71.6618257,-35.42670279
Estación Ferroviaria de Mercedes,No aplica,01229_MH_07101,98,Monumento Histórico,05-02-2010,Estación Ferroviaria de Mercedes,No aplica,Sin Observaciones,Decreto,27-03-2010,"0,345753","3457,53",-71.55372488,-35.47057663
Edificio de la Intendencia de la VII Región del Maule,No aplica,00800_MH_07101,103,Monumento Histórico,20-03-2001,Edificio de la Intendencia de la VII Región del Maule,No aplica,Sin Observaciones,Decreto Exento,18-04-2001,"0,1984",1984,-71.66491216,-35.42622123
Edificio de los Servicios Públicos de Talca,No aplica,01086_MH_07101,2739,Monumento Histórico,09-09-2008,Edificio de los Servicios Públicos de Talca,No aplica,Sin Observaciones,Decreto Exento,25-10-2008,"0,320892","3208,92",-71.66498,-35.42662343
Sector de los hombres Ilustres del cementerio de Villa Alegre,No aplica,00860_MH_07407,888,Monumento Histórico,12-09-2002,Sector de los hombres Ilustres del cementerio de Villa Alegre,No aplica,Sin Observaciones,Decreto Exento,08-10-2002,"0,005508","55,08",-71.73465688,-35.67182991
Teatro Victoria,No aplica,01511_MH_07301,585,Monumento Histórico,29-12-2015,Teatro Victoria,No aplica,Sin Observaciones,Decreto,05-04-2016,"0,062481","624,81",-71.23994464,-34.98453374
Estación Teno,No aplica,01557_MH_07308,23,Monumento Histórico,26-01-2017,Estación Teno,No aplica,Sin Observaciones,Decreto,18-02-2017,"1,477,291","14772,91",-71.15883859,-34.87093983
Estación de San Rafael,No aplica,01556_MH_07110,22,Monumento Histórico,26-01-2017,Estación de San Rafael,No aplica,Sin Observaciones,Decreto,18-02-2017,"110,839","11083,9",-71.51910197,-35.30658484
Estación de Villa Alegre,No aplica,01555_MH_07407,11,Monumento Histórico,20-01-2017,Estación de Villa Alegre,No aplica,Sin Observaciones,Decreto,18-02-2017,"1,174,904","11749,04",-71.67995527,-35.69576723
Estación de Perquilauquén,No aplica,01554_MH_07404,10,Monumento Histórico,20-01-2017,Estación de Perquilauquén,No aplica,Sin Observaciones,Decreto,18-02-2017,"1,196,409","11964,09",-71.87141476,-36.23587022
Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,Casa de Máquinas N° 1,01044_MH_13106,2050,Monumento Histórico,23-10-2007,Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,No aplica,Sin Observaciones,Decreto Exento,0:00:00,0,0,-70.67597687,-33.47548032
Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,Casa de Máquinas N° 1,01045_MH_13106,2050,Monumento Histórico,23-10-2007,Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,No aplica,Sin Observaciones,Decreto Exento,0:00:00,0,0,-70.67596026,-33.47596503
Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,Casa de Máquinas N° 1,01047_MH_13106,2050,Monumento Histórico,23-10-2007,Maestranza de Ferrocarriles San Eugenio y edificaciones anexas,No aplica,Sin Observaciones,Decreto Exento,0:00:00,0,0,-70.67602124,-33.47462393
Iglesia Parroquial Nuestra Señora de La Divina Providencia y casa parroquial,Iglesia,00149_MH_13123,513,Monumento Histórico,13-06-1975,Iglesia Parroquial Nuestra Señora de La Divina Providencia y casa parroquial,No aplica,Sin Observaciones,Decreto Supremo,30-07-1975,"0,507048","5070,48",-70.61631941,-33.42757026
Cuartel N°II de la Sección de Inteligencia de la Escuela de Infantería de San Bernardo,Pórtico de Acceso,01704_MH_13401,98,Monumento Histórico,28-02-2018,Cuartel N°II de la Sección de Inteligencia de la Escuela de Infantería de San Bernardo,No aplica,Sin Observaciones,Decreto,05-05-2018,"0,0141",141,-70.72089663,-33.58406482
Edificios del Club Hípico,Galeria 1,00833_MH_13101,523,Monumento Histórico,13-06-2002,Edificios del Club Hípico,00832_MH_13101,Sin Observaciones,Decreto Exento,04-07-2002,0,0,-70.67046707,-33.45933166
Edificios del Club Hípico,Concha Acustica,00834_MH_13101,523,Monumento Histórico,13-06-2002,Edificios del Club Hípico,00832_MH_13101,Sin Observaciones,Decreto Exento,04-07-2002,0,0,-70.67004984,-33.45860504
Edificios de la maestranza de San Bernardo,Taller Central o de Armaduría,01222_MH_13401,46,Monumento Histórico,19-01-2010,Edificios de la maestranza de San Bernardo,No aplica,Sin Observaciones,Decreto,02-03-2010,"6,799,714","67997,14",-70.69340762,-33.606301
Murales ubicados en la ex Escuela Rebeca Catalán Vargas,No aplica,01504_MH_13130,76,Monumento Histórico,11-03-2016,Murales ubicados en la ex Escuela Rebeca Catalán Vargas,No aplica,Sin Observaciones,Decreto,30-03-2016,"0,257082","2570,82",-70.65268163,-33.5139694
Teatro Grez y Lavandería del Instituto Psiquiátrico Dr. José Horwitz,Teatro Grez,01515_MH_13127,135,Monumento Histórico,29-04-2016,Teatro Grez y Lavandería del Instituto Psiquiátrico Dr. José Horwitz,No aplica,Sin Observaciones,Decreto,23-05-2016,"0,573487","5734,87",-70.64857663,-33.42325272
Cuartel N°II de la Sección de Inteligencia de la Escuela de Infantería de San Bernardo,Pórtico de Acceso,01702_MH_13401,98,Monumento Histórico,28-02-2018,Cuartel N°II de la Sección de Inteligencia de la Escuela de Infantería de San Bernardo,No aplica,Sin Observaciones,Decreto,05-05-2018,"0,0141",141,-70.71723256,-33.59425788
Puentes Metálicos sobre el río Mapocho,Puente que enfrenta a la calle 21 de Mayo,00678_MH_13101,824,Monumento Histórico,29-07-1997,Puentes Metálicos sobre el río Mapocho,No aplica,Sin Observaciones,Decreto Exento,12-08-1997,"0,0388","388,04",-70.65036652,-33.43249859
Edificios del Club Hípico,Tribuna,00832_MH_13101,523,Monumento Histórico,13-06-2002,Edificios del Club Hípico,No aplica,Sin Observaciones,Decreto Exento,04-07-2002,"0,1843",1843,-70.670742,-33.4600984
